Number,URL,Name,Parsed_Ingredients,Steps
11,https://www.jamieoliver.com/recipes/vegetable-recipes/jacket-spuds-and-homemade-beans/,Jacket spuds & homemade beans,"['mari piper potato', 'onion', 'broccoli', 'cannellini bean', 'plum tomato', 'cheddar cheese', 'bag spinach']","['Preheat the oven to 200°C/400°F/gas 6.Wash and scrub 4 large potatoes, dry well (this will ensure crispy skin once baked), then rub with 1 tablespoon of olive oil and season with sea salt.Using a fork, prick each potato a few times, then place directly on the shelves of the oven and bake for 1 hour (longer if your potatoes are particularly big), or until crispy on the outside and soft in the middle.Meanwhile, deseed 1 red pepper and trim 1 bunch of spring onions, then finely chop. Trim the tough end from 1 head of broccoli (375g), finely chop the stalk and slice the head apart into bite-sized florets.Drizzle 1 tablespoon of olive oil into a large casserole pan on a high heat, add the pepper, spring onion and broccoli stalk, then cook for 5 minutes, or until softened, stirring regularly.Stir in 1 heaped teaspoon of smoked paprika and cook for 1 further minute, then add 2 x 400g tins of cannellini beans (juices and all).Scrunch in 1 x 400g tin of plum tomatoes, pour in 1 tin’s worth of water, then bring to the boil. Season to perfection, then transfer to the oven and bake for 30 minutes, or until thickened and reduced.Toss the broccoli florets in 1 tablespoon of olive oil and scatter over the beans for the last 10 minutes. Remove from the oven and finely grate over 80g of cheese.Serve 1 x 80g bag of watercress, spinach & rocket on the side and toss with a little extra virgin olive oil, if you like, then serve alongside the beans and potatoes. Enjoy!']"
12,https://www.jamieoliver.com/recipes/pasta-recipes/rocket-and-pistachio-pesto-pasta/,Rocket & pistachio pesto pasta,"['garlic', 'pistachio', 'parmesan cheese', 'lemon', 'asparagus', 'linguine']","['Pick 70g of wild rocket into a pestle and mortar, then bash to a paste with a pinch of sea salt.Peel and bash in ½ a clove of garlic, then pound in 50g of unshelled pistachios until fine. Muddle in 4 tablespoons of olive oil, finely grate in 25g of Parmesan, then squeeze in the juice of 1 lemon. Season to perfection with salt and black pepper, then taste and tweak the pesto to your liking.Cook 300g of dried linguine in a pan of boiling water according to the packet instructions, then drain, reserving a mugful of starchy cooking water.Meanwhile, snap off the woody ends from 320g of asparagus.\nToss the pasta with the pesto, then using a speed-peeler, peel lengths of the asparagus into the pan, loosening with a splash of reserved cooking water, if needed.Drizzle with 1 tablespoon of olive oil, and finish with the remaining 10g of rocket and a fine grating of Parmesan. Delicious served with a crunchy salad.']"
13,https://www.jamieoliver.com/recipes/vegetable-recipes/potato-pepper-and-broccoli-frittata/,"Potato, pepper & broccoli frittata","['mari piper potato', 'onion', 'broccoli', 'egg', 'cheddar cheese', 'bag spinach']","['Preheat the oven to 200ºC/400ºF/gas 6.Drizzle 1 tablespoon of olive oil into a 28cm ovenproof non-stick frying pan on a medium-high heat.Scrub 600g of potatoes and chop into 1cm dice, adding to the pan as you go.Trim, finely slice and add 1 bunch of spring onions. Trim the tough end off 1 head of broccoli (375g), finely chop the remaining stalk and add to the pan. Deseed, finely slice and add 1 red pepper.Season with a pinch of sea salt and black pepper, add 1 teaspoon of smoked paprika, then cook for 15 minutes, or until golden, stirring occasionally. Slice the head of broccoli apart into bite-sized florets, adding to the pan for the last 5 minutes.Crack 8 large eggs into a bowl and beat together, grate in 30g of Cheddar cheese and season with salt and pepper. Mix together well.Roughly chop half the watercress, spinach & rocket (40g) and stir into the pan, then pour over the egg mixture, swirling to coat the base of the pan.Grate over the remaining 10g of Cheddar and cook for 2 minutes, then bake for 10 minutes, or until golden and set.Slide the frittata out onto a serving board and cut into wedges. Dress the remaining watercress, spinach & rocket (40g) in 1 tablespoon of extra virgin olive oil and serve alongside.']"
14,https://www.jamieoliver.com/recipes/fish-recipes/fantastic-fish-skewers/,Fantastic fish skewers,"['garlic', 'lemon', 'fish fillet', 'wholemeal bread', 'pancetta bacon', 'sachet puy lentil', 'bag spinach', 'yoghurt']","['Preheat the oven to 200ºC/400ºF/gas 6, and place 4 wooden skewers into a tray of cold water to soak (or use woody rosemary sprigs – see Flavour boost tip).Drizzle 2 tablespoons of olive oil into a large roasting tray, peel and finely grate in 1 clove of garlic along with the zest of 1 lemon, then squeeze in the juice from half. Pick, finely chop and add 2 sprigs of fresh rosemary, then season with sea salt and black pepper.Deseed 1 red pepper, then slice into 3cm chunks along with 4 x 130g of white fish fillets and 2 thick slices of wholemeal bread (200g), then add to the tray and toss to coat.Remove the skewers from the water, then divide and thread the bread, fish and pepper pieces onto the skewers, leaving little spaces between them so that the heat cooks everything evenly.Loosely wrap 2 slices of pancetta or smoked streaky bacon around each skewer, then place back in the tray and roast for 10 minutes, or until golden and just cooked through (you can also grill, barbecue or cook on a griddle, turning halfway).Heat 2 x 250g sachets of cooked grain pouches according to the packet instructions, then tip into a bowl and toss gently with 2 x 80g bags of watercress, spinach & rocket, 1 tablespoon of extra virgin olive oil, the juice of ½ a lemon and a pinch each of sea salt and black pepper.Divide the lentil salad between plates, serving a kebab on top of each. Slice the remaining lemon into wedges for squeezing over, and serve each portion each with 1 tablespoon of natural yoghurt.']"
15,https://www.jamieoliver.com/recipes/vegetable-recipes/smoky-veg-patties/,Smoky veg patties,"['broccoli', 'onion', 'mari piper potato', 'wine', 'cannellini bean', 'cheddar cheese', 'egg', 'bag spinach']","['Trim the tough end off 1 head of broccoli (375g). Finely chop the remaining stalk, then break the florets apart. Trim and finely slice ½ a bunch of spring onions.Peel and chop 600g of potatoes into 3cm chunks, then cook in a pan of boiling salted water for 12 minutes, or until tender, adding the broccoli florets for the last 3 minutes.Meanwhile, drizzle 1 tablespoon of olive oil into a large frying pan on medium heat, add the sliced spring onions and broccoli stalks and cook for 10 minutes, or until softened, then remove from the heat.Once cooked, drain the potatoes and broccoli and allow to steam dry, tip into the frying pan and leave to cool while you make the salsa.Deseed 1 red pepper and trim the remaining ½ a bunch of spring onions, then finely chop and place in a bowl with 1 tablespoon of red wine vinegar and a pinch of sea salt and black pepper.Drain and add 1 x 400g tin of cannellini beans to the frying pan, grate in 60g of Cheddar cheese, season with salt and pepper, then sprinkle in ½ a teaspoon of smoked paprika. Mash and mix together well, then divide into 8 equal-sized balls and pat into flat rounds.Place the frying pan back on a medium-high heat, drizzle in 1 tablespoon of olive oil, then add the patties and cook for 2 to 3 minutes on each side, or until golden and crisp, then remove (and keep warm) while you fry 4 eggs to your liking.To serve, place two patties and a fried egg on each plate, then top each with a spoonful of salsa. Serve 1 x 80g bag of watercress, spinach & rocket on the side and toss with a little extra virgin olive oil and red wine vinegar, if you like.']"
16,https://www.jamieoliver.com/recipes/lamb-recipes/lamb-and-chunky-veg-steamed-pudding/,Lamb & chunky veg steamed pudding,"['lamb neck fillet dice', 'leek', 'carrot', 'swede', 'flour', 'wine', 'beef stock', 'self raising flour', 'butter greasing']","['Place 400g of diced lamb neck into a large casserole pan on a medium-high heat with 1 tablespoon of olive oil and cook for 5 minutes, stirring regularly.Meanwhile, trim and wash 2 leeks and 2 carrots, and peel 200g of swede, then chop into 3cm chunks and add to the pan. Cook for a further 10 minutes, or until starting to soften.Add 1 teaspoon of English mustard, 1 teaspoon of mint sauce and 1 heaped tablespoon of plain flour, stir over the heat for 2 minutes, then pour in 250ml of red wine and let it bubble and cook away.Pour in 1 litre of beef stock, then turn the heat down to low and simmer for 1 hour, or until the lamb is beautifully tender and the sauce is thick and glossy. Leave to cool completely.To make the pastry, sieve 350g of self-raising flour into a large bowl from a height. Chop 175g of cold butter into cubes, then, using your fingertips, gently work the butter into the flour until the mixture resembles breadcrumbs. Mix in 150ml of cold water and bring everything together into a dough. Leave to rest in the fridge for at least 10 minutes.Heavily grease a 1.5 litre pudding bowl with butter.Reserving a quarter for the top, roll the pastry out to 1cm-thick and cut out a circle large enough to line the entire pudding bowl, with a 2cm overhang.Strain the lamb stew through a sieve over a clean pan to catch the liquid, gently pressing to help it along, and reserve for your gravy. Tip the pie filling into the pastry-lined bowl.Roll out the remaining pastry and use it to top the pie, then use water and your fingertips to pinch and seal the edges together well.Cover in a large piece of buttered greaseproof and a double layer of tin foil. Tie a double layer of string just beneath the lip of the bowl to make it watertight, then tie another piece across the top to make a handle.Sit the pudding in a large deep pan and pour in enough water to come halfway up the sides. Bring the water to the boil, cover the pan with a tight-fitting lid and reduce to a simmer for 3 hours. Check the water regularly, and keep topping it up with boiling water, if needed.When the time’s up, lift out the pudding, remove the foil and paper, then carefully turn out onto a plate. Warm through the reserved gravy, then serve with some simple steamed greens.']"
17,https://www.jamieoliver.com/recipes/vegetable-recipes/5-a-day-spiced-veg-stew/,5-a-day spiced veg stew,"['potato', 'aubergine', 'onion', 'tomato', 'curry paste', 'coconut milk', 'mangetout', 'soy fish', 'lime', 'flatbread']","['Scrub 1 sweet potato (300g) and slice into rounds, about ½cm thick. Trim 1 aubergine (250g) and 2 mixed-colour peppers, then chop into 3cm chunks.Char the vegetables in a large dry casserole pan over a high heat for 5 minutes – work in batches, removing to a plate as you go.Peel and finely slice 2 onions, then place in the large casserole pan on a medium heat with a splash of olive oil and cook for 10 minutes, stirring regularly.Finely chop the stalks from ½ a bunch of fresh coriander (15g), reserving the leaves for later, along with 30g of sun-dried tomatoes, then add to the pan.Stir in 2 tablespoons of Thai curry paste (choose your favourite) and cook for a further 3 minutes, then pour in ½ x 400g tin of light coconut milk and 400ml of boiling kettle water, and mix well.Add the charred veg back into the pan, pop the lid on, reduce the heat to low and cook gently for 10 minutes, throwing the mangetout in for the final 2 minutes.Season with 2 teaspoons of soy or fish sauce, then finely chop and scatter over the coriander leaves.Cut 1 lime into wedges for squeezing over, then serve up, with flatbreads on the side, if you like.']"
18,https://www.jamieoliver.com/recipes/pasta-recipes/quick-seafood-pasta/,Quick seafood pasta,"['linguine', 'squid', 'mussel', 'cockle clam', 'scallop roe attached', 'garlic', 'lemon', 'samphire', 'plum tomato', 'parmesan cheese']","['Cook 300g of dried linguine in a large pan of boiling salted water according to the packet instructions, then drain, reserving a mugful of starchy water.Meanwhile, slice 250g of squid into 1cm rings, sort through 250g of mussels and 250g of cockles (or clams), giving any that aren’t tightly closed a tap. If they don’t close, discard them. Slice the 4 scallops.Peel and finely slice 1 clove of garlic, pick and finely chop 1 bunch of fresh flat-leaf parsley (30g), and finely grate the zest of ½ a lemon. Trim and finely chop 1 fresh red chilli (if using).Place a large non-stick pan on a medium-high heat with 1 tablespoon of olive oil. Add the garlic, chilli and 1 tablespoon of baby capers, cook for 1 minute, then add the clams and mussels. Cook for a couple of minutes, then add the squid, scallops, lemon zest and parsley, and give it a good stir.Scrunch in 1 x 400g tin of plum tomatoes through your clean hands, bring to the boil, then reduce the heat and simmer for 2 minutes to let the flavours mingle, stirring regularly and breaking up the tomatoes.Stir in 1 handful of samphire (if using) and squeeze in the juice of ½ a lemon. Give the pan a jiggle and simmer for 1 minute more, or until perfectly cooked (discarding any shells that remain closed).Remove the pan from the heat and carefully pick the meat out of the shells, if you like.Grate in 20g of Parmesan, then taste and season to perfection, adding an extra squeeze of lemon juice, if needed.Toss the pasta into the sauce, loosening with a splash of pasta water, if needed, then finish with a kiss of extra virgin olive oil.']"
19,https://www.jamieoliver.com/recipes/pasta-recipes/one-pan-veggie-lasagne/,One-pan veggie lasagne,"['leek', 'butter', 'asparagus', 'flour', 'semi skimmed milk', 'pea', 'broad bean', 'parmesan cheese', 'mature cheddar cheese', 'lasagne sheet', 'blanched', 'lemon', 'pesto']","['Preheat the oven to 200ºC/400ºF/gas 6.Wash, trim and slice 1 leek (see tip) and place in a large shallow ovenproof pan on a medium-low heat with 50g of unsalted butter and a splash of olive oil.Line up 500g of asparagus, trim off the woody ends, then finely slice and add the stems to the pan, reserving the tips for later.Season with sea salt and black pepper, then fry on a medium-low heat for 10 minutes, or until sweet, soft and delicious, stirring regularly and adding a splash of water, if needed.Stir in 50g of plain flour, followed by 2 teaspoons of English mustard, and slowly stir in 800ml of semi-skimmed milk to give you a loose white sauce, then leave to blip away for a few minutes.Stir in 300g each of peas and broad beans and leave to warm through while you rip off, roughly chop and stir in the leaves from ½ a bunch of fresh mint (15g).Smash up the veg for 1 minute with a potato masher, then grate in 70g each of Parmesan and Cheddar and add the asparagus tips.Tear in the pasta sheets, mix up really well to coat and separate, then pull some of the sheets to the top to create a top layer – use the back of a spoon to create some dips and wells.Roughly bash the almonds so you have a mixture of fine and chunky bits, then sprinkle on top and grate over the remaining 10g each of Parmesan and Cheddar cheese. Finish with a drizzle of olive oil and a few scrapings of lemon zest (if using). Bake for 20 to 25 minutes, or until golden and bubbling. Serve topped with a little dollop of pesto (if using), a crunchy green salad and an extra grating of Parmesan, if you like.']"
20,https://www.jamieoliver.com/recipes/fish-recipes/fish-finger-tacos/,Fish finger tacos,"['fish fillet', 'flour', 'egg', 'chipotle paste', 'wholemeal bread', 'cabbage', 'wine', 'cob', 'lime', 'wholemeal tortilla', 'yoghurt soured cream']","['Cut 1.2kg of white fish into 10 portions (120g each) – they won’t be uniform in size, but don’t worry.Sprinkle 100g of plain flour across a plate, then whisk 2 large eggs and 2 teaspoons of chipotle paste together in a shallow bowl.Whiz 250g of wholemeal bread in a food processor with 2 tablespoons of olive oil and a pinch of sea salt and black pepper, then tip onto a baking tray.Coat each piece of fish in the flour, then dip into the egg mixture, letting any excess drip off. Finally, turn in the breadcrumbs until well coated, then transfer to a lined baking tray.At this stage you can cook them right away, or freeze on the tray (once frozen, you can pop them into a tub or freezer bag for easy storage).To cook, place the fish fingers on a roasting tray (one per person) and cook in a preheated oven at 200°C/400°F/gas 6 for 15 minutes from fresh or 20 minutes from frozen, or until golden and cooked through.Meanwhile, finely slice ¼ of a red cabbage (150g), then add to a bowl with 2 tablespoons of white wine vinegar and a pinch of salt. Scrunch together well and set aside to pickle.Pop a griddle pan or frying pan on a high heat, once hot add the corn and grill for around 10 minutes, or until lightly charred all over. Leave to cool slightly then carefully run a knife down the sides of the corn to cut off the kernels.Transfer the corn to a bowl, finely grate over the zest of 1 lime, add 1 tablespoon of extra virgin olive oil, then toss together and season to taste.Warm the tortillas in the oven wrapped in damp greaseproof paper, tip the yoghurt or soured cream into a serving bowl and cut the zested lime into wedges for squeezing over, then take everything to the table and let everyone tuck in and build their own.']"
21,https://www.jamieoliver.com/recipes/squid-recipes/chargrilled-squid-and-cannellini-beans/,Chargrilled squid & cannellini beans,"['lemon', 'squid', 'garlic', 'cannellini bean', 'wine']","['To make the salsa, finely chop 2 fresh red chillies, pick and roughly chop ½ a bunch of flat-leaf parsley (15g). Scrape it all into a bowl, then finely zest over 2 lemons and squeeze in all the juice. Add 3 tablespoons of extra virgin olive oil and mix together well. Season to taste.Run a sharp knife down the length of 8 squid tubes and open each one out like a book. Lightly score the insides in a criss-cross fashion at ½cm intervals.Place a large pan on a medium heat with 1 tablespoon of olive oil. Peel and finely slice 2 cloves of garlic, then add to the pan and cook for 2 minutes or until golden.Tip in 2 x 400g tin of cannellini beans (juice and all) and simmer for 5 minutes, or until thickened and creamy.Add 1 tablespoon of red wine vinegar and season to taste with sea salt and black pepper. Mash some of the beans until you have a creamy texture and leave to simmer gently, stirring occasionally.Preheat a griddle pan until screaming hot, then add the squid and cook for 1 to 2 minutes on each side, or until lightly charred and starting to curl. Dunk the hot squid in the salsa, turning and coating in all that flavour.Tip the beans onto a serving platter then top with the squid and spoon over the remaining dressing and scatter over 200g of rocket.Delicious served with some slices of griddle bread rubbed with a little garlic and a drizzle of olive oil for mopping up the juices.']"
22,https://www.jamieoliver.com/recipes/vegetable-recipes/spinach-feta-and-lemon-filo-pie/,"Spinach, feta & lemon filo pie","['spinach', 'onion', 'garlic', 'lemon', 'feta cheese', 'yoghurt', 'egg', 'pack filo pastry', 'cheddar cheese']","['Preheat the oven to 180°C/350°F/gas 4.Defrost 1kg of frozen spinach and squeeze out some of the excess water.Peel and finely slice 2 onions and 2 cloves of garlic, then fry in a large non-stick pan with 1 tablespoon of olive oil for 10 minutes, or until softened and sweet.Stir in the spinach, then add a good grating of nutmeg and finely grate over the zest of 1 lemon. Crumble in 50g of feta cheese and season to taste with sea salt and black pepper.Pick and roughly chop ½ a bunch of fresh flat-leaf parsley (15g) and ½ a bunch of fresh dill (15g), then stir half into the spinach mixture.In a bowl, whisk the remaining 50g of feta with 200g of natural yoghurt and 4 large eggs until well mixed.Working one at a time, lay a sheet of filo pastry on a clean worktop, brush with a little olive oil and spread with a little spinach mixture. Roll into a long sausage shape and place in a 30cm x 40cm baking dish. Repeat until all the filo (275g in total) and spinach is used up and the baking dish is filled with neat rows of filo.Pour over the egg mixture, brush with olive oil, then finely grate over 10g of Cheddar. Bake for 35 minutes, or until golden.Scatter the remaining herbs over the top, and serve.']"
23,https://www.jamieoliver.com/recipes/mushroom-recipes/gnarly-oven-baked-mushrooms/,Gnarly oven-baked mushrooms,"['portobello mushroom', 'lemon', 'wholewheat couscous', 'garlic', 'tomato', 'halloumi cheese', 'pistachio']","['Preheat the oven to 220°C/425°F/gas 7.Peel 8 portobello mushrooms and place cap-side up in a 25cm x 35cm sturdy roasting tray.Drizzle over 1 tablespoon of olive oil and season with sea salt and black pepper, then bake for 20 minutes, or until golden.Meanwhile, finely grate the zest of ½ a lemon into a large bowl, add 300g of wholewheat couscous, 1 sprig of fresh mint and a pinch of pepper. Pour in just enough boiling kettle water to cover, pop a plate on top and leave to fluff up.Peel and finely slice 2 cloves of garlic, then pick and finely chop the leaves from 3 sprigs of fresh rosemary.When the time’s up, remove the tray from the oven and transfer the mushrooms to a plate.Place the roasting tray on the hob over a medium-high heat with 1 tablespoon of olive oil, add the garlic and rosemary and cook for 1 minute, then stir in the 2 tablespoons of baby capers and 2 x 400g tins of cherry tomatoes. Cook for 5 minutes, or until slightly thickened and reduced, stirring occasionally.Arrange the mushrooms snugly in the sauce, tear over 80g of halloumi and scatter over 40g of shelled unsalted pistachios, then return to the oven at 200°C/400°F/gas 6 for 15 minutes, or until gnarly at the edges.Fork up the couscous, squeeze over the juice from the zested lemon and toss together, discarding the mint. Season to taste.Serve the mushrooms and sauce on top of the couscous, then pick and tear over the remaining 2 sprigs of fresh mint.']"
24,https://www.jamieoliver.com/recipes/cauliflower-recipes/whole-roasted-spiced-cauli/,Whole roasted spiced cauli,"['chopped carrot celery', 'cauliflower', 'madras curry paste', 'lentil', 'blackeye bean', 'mango chutney']","['Preheat the oven to 200°C/400ºF/gas 6.Pick the leaves from ½ a bunch of fresh coriander (15g) and reserve for later, then finely chop the stalks.Put a large, shallow non-stick casserole pan on a medium heat with 1 tablespoon of olive oil. Add 400g of chopped mixed onion, carrot and celery with the coriander stalks and cook for 10 minutes, stirring regularly, or until softened.Click off and discard the tatty outer leaves from 1 small cauliflower (600g), then, keeping it whole, use a sharp knife to carefully slice a cross deep into the stalk for even cooking.Rub the cauli all over with 2 teaspoons of smoked paprika and 2 heaped tablespoons of madras curry paste, then place it in the pan with the veg. Add a good splash of water, then transfer to the oven for 30 minutes.Remove from the oven and stir in 2 x 400g tins of green lentils and 1 x tin of blackeye beans (juices and all) with 1½ tins of water and 3 tablespoons of mango chutney, then return to the oven for 30 minutes.Remove the cauliflower to a plate, gently mash half of the beans and lentils to thicken slightly and season to perfection, tasting and tweaking.Sit the cauliflower back in the middle of the pan and slice into 6 wedges. Sprinkle over the coriander leaves and serve with extra mango chutney and yoghurt (if using). Delicious drizzled with a temper (see tips) and served with warmed flatbreads.']"
25,https://www.jamieoliver.com/recipes/chicken-recipes/chicken-satay-style-noodle-salad/,Chicken satay-style noodle salad,"['pineapple ring', 'vermicelli rice noodle', 'pack stir fry veg', 'garlic', 'lime', 'teriyaki', 'crunchy peanut butter', 'chicken thigh out', 'sesame', 'sesame']","['Place a griddle pan on a medium heat to warm up. Drain 1 x 220g of pineapple rings, reserving the juice.Put 200g of vermicelli rice noodles into a large heatproof bowl, tip over 1 x 320g bag of stir-fry veg and cover with boiling kettle water. Leave to sit for 5 minutes, then drain.Peel and finely grate 1 clove of garlic, ½ a red chilli (deseed if you like) and the zest from 2 limes onto a platter. Add 2 tablespoons of teriyaki sauce, 2 tablespoons of crunchy peanut butter and the reserved pineapple juice, then squeeze over the juice from the zested limes. Mix well to combine (it’ll take a little while to come together).Place the pineapple rings on the griddle until golden and bar-marked on both sides, then remove to a board.Spoon a third of the peanut dressing over 4 chicken thighs and toss to coat, then griddle for 4 minutes on each side, or until dark, gnarly and cooked through.Roughly chop the pineapple rings and add to the platter. Finely slice 1 bunch of fresh coriander (30g) and pick and finely slice 1 bunch of fresh mint (30g), then add to the platter, reserving a small handful for garnish. Add the drained veg and noodles, and toss everything together.Slice the chicken 1cm-thick, drizzle with 1 teaspoon of sesame oil and 2 teaspoons of sesame seeds, season, then toss to coat.Toss the chicken with the noodles, scatter over the reserved herbs and finely slice and sprinkle over ½ a fresh red chilli.']"
26,https://www.jamieoliver.com/recipes/rice-recipes/vivid-green-risotto/,Vivid green risotto,"['seasonal cavolo swiss broccoli', 'vegetable stock', 'parmesan cheese', 'celery', 'onion', 'butter', 'risotto rice', 'marjoram', 'wine', 'lemon']","['Wash and prep 180g of mixed seasonal greens, removing any tough stalky bits, as necessary. Meanwhile, bring 1.8 litres of vegetable stock to a simmer over a medium heat.Add the prepped greens to the stock, pop the lid on and cook for 3 minutes, or until just tender.Carefully remove the greens to a blender using tongs, add 3 tablespoons of extra virgin olive oil and season to taste with sea salt and black pepper.Finely grate in 40g of Parmesan cheese, add 1 ladleful of stock then whiz until super-smooth, loosening with a little more stock, if needed.Trim and finely chop 2 sticks of celery and peel and finely chop 1 onion, then place in a large, high-sided pan on a medium heat with 1 knob of unsalted butter. Cook for 10 minutes, or until softened but not coloured, stirring occasionally.Stir in 400g of risotto rice to toast for 2 minutes, then pour in 125ml of white wine and stir until absorbed.Tip the hot stock into a jug, then dunk and swirl in ½ a bunch of fresh thyme or marjoram (15g) for bonus flavour.Pour a decent splash of stock into the pan and wait until it’s been fully absorbed before adding another, stirring constantly and adding splashes of stock until the rice is tender but still holding its shape – it will take 16 to 18 minutes.When the rice has absorbed all the stock, start gradually adding up to half the blended greens (save the rest for another day), stirring until slightly thickened.Turn off the heat, add 1 knob of unsalted butter, grate in 30g of Parmesan and stir to combine.Taste and season to perfection with salt, pepper and a squeeze of lemon juice, then pop the lid on and leave to rest for a minute or two before serving. Finish with a fine grating of Parmesan, if you like.']"
27,https://www.jamieoliver.com/recipes/rice-recipes/katsu-style-tofu-rice-bowl/,Katsu-style tofu rice bowls,"['tofu', 'miso', 'rice', 'mirin', 'short rice', 'sesame', 'curry', 'mango chutney', 'pineapple', 'onion', 'crunchy veg sugar cabbage']","['Pat 450g of firm tofu dry with kitchen paper and slice into 4 ‘steaks’.Combine ½ a teaspoon of ground turmeric, 1 tablespoon each of white miso and rice vinegar, and 2 tablespoons of mirin in a wide shallow bowl, and mix well.Add the tofu steaks and turn to coat in the marinade. Set aside to let the flavours mingle for at least 1 hour, turning halfway.Preheat the oven to 200°C/400°F/gas 6.Cook 300g short grain brown rice according to the packet instructions, then drain. Season with 1 tablespoon of mirin and set aside.Scatter 60g of breadcrumbs and 40g of sesame seeds over a tray or plate. Remove the tofu from the marinade (draining the excess and reserving for the dressing). Place the tofu on the tray, turning to coat in the breadcrumbs and seed mixture, until completely covered.Drizzle with a little olive oil then transfer to an oven tray and bake for 30 minutes, or until golden and crisp.To make the katsu dressing, add the 1 tablespoon each of white miso and rice vinegar to the reserved marinade, along with ½ a teaspoon of curry powder and 2 tablespoons of mango chutney. Stir in 50ml of water to loosen and mix well.Core ½ a pineapple and slice into 4 wedges. Sear in a dry, screaming hot frying pan for 3 minutes on each side, or until nicely charred.Shred 2 fresh red chillies, 4 spring onions and 400g of mixed crunchy veg by hand or in a food processor. Pick the leaves from ½ a bunch of fresh coriander (15g).To serve, divide the rice, crunchy veg and coriander leaves between 4 bowls. Slice the crispy tofu steaks into soldiers and divide between the bowls. Add a wedge of charred pineapple and a little pot of dressing for pouring over, and tuck in! Delicious with a drizzle of hot chilli sauce.']"
